zip,city,state,name,price,rating,review_count,type,latitude,longitude,Min_Dist,Min_Name,Select_Dist,Select_Name,Date_Issued
60631,Chicago,IL,Iron Horse Ale House,$$,4.0,190,American (New),41.993359999999996,-87.80131,,,19.77203840284731,IRON HORSE ALE HOUSE,05/31/2017
60631,Chicago,IL,Bar Louie,$$,3.5,151,American (New),41.9818509309924,-87.8354948759079,,,,,
60634,Chicago,IL,A&J Krazy Kitchen,$,4.5,31,American (New),41.95228,-87.81642,,,18.570146196522035,A & J KRAZY KITCHEN,12/22/2017
60637,Chicago,IL,Bar Louie,$$,2.5,262,American (New),41.794802600000004,-87.5807527,,,,,
60637,Chicago,IL,jerk48,$$,3.5,18,American (New),41.7731226983765,-87.6110481055007,,,6.514226474475621,JERK 48,12/19/2018
60638,Chicago,IL,Bohica Bar & Grill,$$,3.5,39,American (New),41.798320000000004,-87.74731,,,23.23088361447875,BOHICA BAR & GRILL,03/23/2006
60638,Chicago,IL,Pap's Tap,$,3.5,7,American (New),41.79132,-87.78211,,,19.40766831086211,DOGS & DOGS,02/27/2002
60640,Chicago,IL,Tweet,$$,4.0,1441,American (New),41.973934,-87.65514259999999,,,4.622612817176248,TWEET,05/25/2017
60640,Chicago,IL,The River Valley Farmer's Table,$$,4.5,320,American (New),41.965285053298004,-87.6757046380287,,,14.454176174126573,TERESA'S COCINA,01/29/2010
60640,Chicago,IL,Vincent Restaurant,$$$,4.0,458,American (New),41.979817544821294,-87.66753443639071,,,18.707311804609898,VINCENT,08/06/2013
60640,Chicago,IL,Band of Bohemia,$$$,4.0,447,American (New),41.9676094055176,-87.67510986328121,,,36.89915056185533,BAND OF BOHEMIA,11/13/2015
60640,Chicago,IL,Lady Gregory's,$$,3.5,781,American (New),41.9774908,-87.6685493,,,41.149738860922916,LADY GREGORY'S,04/26/2017
60640,Chicago,IL,Fat Cat,$$,3.5,584,American (New),41.9701070447662,-87.6599332164817,,,10.5275392077365,FAT CAT,07/07/2017
60641,Chicago,IL,Community Tavern,$$$,4.5,359,American (New),41.954009899999996,-87.74883,,,17.771557313192602,COMMUNITY,12/09/2016
60641,Chicago,IL,Old Irving Brewing,$$,4.0,340,American (New),41.9606817809204,-87.7393777788835,,,21.53989911846122,OLD IRVING BREWING,08/02/2018
60642,Chicago,IL,TWO Restaurant,$$$,4.5,788,American (New),41.891329999999996,-87.65613,,,25.411553104847652,TWO,07/02/2018
60642,Chicago,IL,Burger Bar Chicago - Lincoln Park,$$,4.0,992,American (New),41.910173,-87.648924,,,14.73146196379031,URBAN BURGER BAR,11/02/2018
60643,Chicago,IL,Horse Thief Hollow,$$,4.0,362,American (New),41.703730799999995,-87.6815386,,,12.097992267871593,HORSE THIEF HOLLOW,10/24/2017
60646,Chicago,IL,City's Edge Chicago,$$,4.0,67,American (New),41.9975928291085,-87.7612422779202,,,17.556868141098974,CITY'S EDGE BAR & GRILL,05/07/2014
60646,Chicago,IL,Colletti's,$$,3.0,188,American (New),41.98522,-87.7679,,,33.20004450493416,COLLETTI'S RESTAURANT,09/30/2016
60647,Chicago,IL,Lula Cafe,$$,4.5,1797,American (New),41.927668036294996,-87.706845233929,,,22.767891211916186,LULA CAFE,10/14/2005
60647,Chicago,IL,Revolution Brewing,$$,4.0,2009,American (New),41.92353,-87.698153,,,1.1474628946953362,REVOLUTION BREWING,10/25/2017
60647,Chicago,IL,Scofflaw,$$,4.5,700,American (New),41.9173240661621,-87.7071762084961,,,10.951884327153001,SCOFFLAW,11/16/2017
60647,Chicago,IL,The Bristol,$$$,4.0,1095,American (New),41.92105,-87.67804,,,12.741937313122103,THE BRISTOL,10/30/2017
60647,Chicago,IL,Giant,$$$,4.5,346,American (New),41.9171,-87.70746,,,22.103889035628026,GIANT,06/21/2018
60647,Chicago,IL,Parson's Chicken & Fish,$$,3.5,901,American (New),41.91758764277,-87.7013152429917,,,12.410763408280406,PARSON'S CHICKEN & FISH,05/04/2017
60647,Chicago,IL,Park & Field,$$,4.0,385,American (New),41.92433,-87.71428,,,24.934010993370304,PARK AND FIELD,12/27/2016
60647,Chicago,IL,Daisies,$$,4.5,152,American (New),41.92735,-87.70405,,,18.80224843657284,DAISIES,11/05/2015
60647,Chicago,IL,Arbor,$$,4.5,159,American (New),41.9316253662109,-87.6921005249023,,,44.74159902981755,ARBOR,05/31/2017
60647,Chicago,IL,Rocking Horse,$$,3.5,501,American (New),41.927558898925795,-87.7044525146484,,,14.069965484759516,ROCKING HORSE,11/17/2017
60649,Chicago,IL,Parrot Cage Restaurant,$$,3.5,43,American (New),41.768978999999995,-87.56379100000001,,,,,
60649,Chicago,IL,Red Rooster,$$,4.0,9,American (New),41.765646000000004,-87.574539,,,,,
60652,Chicago,IL,Dons Drive Inn,$,4.5,4,American (New),41.751979999999996,-87.70283,,,,,
60652,Chicago,IL,Philly's Original,$,3.5,7,American (New),41.7430967,-87.70174229999999,,,29.505811209558217,PHILLY'S  ORIGINAL,12/01/2009
60652,Chicago,IL,Harold's Chicken Shack,$,2.0,9,American (New),41.7354323841866,-87.7052668465687,,,,,
60654,Chicago,IL,Beatrix River North,$$,4.0,1665,American (New),41.891477,-87.63081690000001,,,,,
60654,Chicago,IL,Gilt Bar,$$$,4.0,1557,American (New),41.8894,-87.6353199,,,16.135835816672024,GILT BAR/DOUGHNUT VAULT,02/09/2010
60654,Chicago,IL,Siena Tavern,$$$,4.0,1607,American (New),41.8890751,-87.6299699,,,6.143553792875683,SIENA TAVERN,02/17/2017
60654,Chicago,IL,Hub 51,$$,4.0,1664,American (New),41.889978476627604,-87.62969970703121,,,21.06366337761566,HUB 51 / SUB 51,04/28/2017
60654,Chicago,IL,Yolk River North,$$,4.0,1156,American (New),41.8962039977196,-87.6339920320032,,,,,
60654,Chicago,IL,Sable Kitchen & Bar,$$,4.0,1271,American (New),41.89111,-87.62754,,,,,
60654,Chicago,IL,Kinzie Chophouse,$$$,4.0,697,American (New),41.8893789,-87.634279,,,22.486517550883608,KINZIE ST. CHOP HOUSE,01/17/2018
60654,Chicago,IL,True Food Kitchen,$$,4.5,564,American (New),41.893905889211396,-87.6285624504089,,,29.930856655337433,TRUE FOOD KITCHEN,11/04/2016
60654,Chicago,IL,LYFE Kitchen,$$,4.0,639,American (New),41.889771542578394,-87.63083159444271,,,,,
60654,Chicago,IL,Theory,$$,4.0,730,American (New),41.8899748,-87.6286362,,,,,
60654,Chicago,IL,The Hampton Social - River North,$$,3.5,872,American (New),41.8898337310695,-87.63785122824171,,,28.164461552635572,THE HAMPTON SOCIAL AND THE BASEMENT,08/30/2017
60654,Chicago,IL,Arbella,$$,4.5,307,American (New),41.892016280949704,-87.6318293755272,,,33.13391703673413,ARBELLA,04/10/2018
60655,Chicago,IL,Gilhooley's,$$,3.0,47,American (New),41.705900654196704,-87.71860152482991,,,9.98002364312265,GILHOOLEY'S,05/31/2016
60657,Chicago,IL,Home Bistro,$$,4.5,908,American (New),41.943934999999996,-87.649505,,,16.676028631906426,HOME BISTRO,02/08/2007
60657,Chicago,IL,BIG & little's Restaurant,$,4.0,880,American (New),41.9400472330334,-87.6555045423279,,,35.73994588714413,MOTI MAHAL RESTAURANT,10/28/2003
60657,Chicago,IL,Cheesie's Pub and Grub,$,4.0,1101,American (New),41.9400049,-87.6538139,,,7.174151363190444,CHEESIES PUB & GRUB,02/15/2007
60657,Chicago,IL,DryHop Brewers,$$,4.0,702,American (New),41.9392443174878,-87.64420639629509,,,7.484851485986235,DRYHOP BREWERS,03/28/2017
60657,Chicago,IL,Native Foods Cafe,$$,4.0,477,American (New),41.939789250655295,-87.65506912353399,,,,,
60657,Chicago,IL,Mortar & Pestle,$$,4.0,409,American (New),41.93806,-87.64464,,,19.01075526423227,MORTAR AND PESTLE,10/20/2017
60657,Chicago,IL,Pick Me Up Cafe,$$,4.0,888,American (New),41.9438,-87.65403,,,6.05638660320355,PICK ME UP CAFE,01/05/2017
60657,Chicago,IL,Yoshi's Cafe,$$$,4.0,292,American (New),41.9417028,-87.6492322,,,4.668955237145288,YOSHI'S CAFE,02/03/2017
60657,Chicago,IL,Wood,$$,4.0,482,American (New),41.942829280388,-87.649184667136,,,2.659142677267293,WOOD,06/19/2012
60657,Chicago,IL,Schubas Tavern,$$,4.0,540,American (New),41.93965,-87.66343,,,23.470674343348804,SCHUBA'S TAVERN/ TIED HOUSE,02/22/2018
60657,Chicago,IL,Beezzee,$$,4.5,235,American (New),41.9328851,-87.6537007,,,2.0134637857947815,Beezzee,10/03/2018
60657,Chicago,IL,Ella Elli,$$,4.5,211,American (New),41.9451151,-87.6630233,,,30.786450988703244,ELLA ELLI,02/16/2017
60660,Chicago,IL,m.henry,$$,4.0,1629,American (New),41.9856948852539,-87.66888427734379,,,19.040407470615985,m. henry,08/14/2017
60660,Chicago,IL,Nookies Edgewater,$$,4.0,513,American (New),41.98395,-87.65824,,,22.99295178977244,NOOKIES CAFE & RESTAURANT,08/29/2017
60660,Chicago,IL,Uncommon Ground,$$,3.5,730,American (New),41.9980244460366,-87.6655852796304,,,,,
60661,Chicago,IL,Blackbird,$$$,4.0,1471,American (New),41.8842918333133,-87.6435537582028,,,5.070525263305673,BLACKBIRD,05/15/2017
60661,Chicago,IL,Carnivale,$$$,4.0,2112,American (New),41.887075681458995,-87.64604872827101,,,,,
60661,Chicago,IL,Oriole,$$$$,5.0,226,American (New),41.8860966,-87.6449481,,,19.32353444271444,ORIOLE,03/22/2018
60661,Chicago,IL,Sepia,$$$,4.0,1056,American (New),41.883933,-87.6424,,,14.40566150239349,SEPIA,05/01/2017
60666,Chicago,IL,Publican Tavern,$$,3.5,305,American (New),41.9766490093115,-87.9009209637348,,,,,
60666,Chicago,IL,Gaslight Club,$$$,3.5,78,American (New),41.9779648218459,-87.90517330169679,,,,,
60666,Chicago,IL,Wolfgang Puck Express,$$,2.5,241,American (New),41.9770378867243,-87.90723429621741,,,,,
60666,Chicago,IL,Goose Island Brewpub,$$,2.0,283,American (New),41.9768015357764,-87.8971948386615,,,,,
60666,Chicago,IL,Wolfgang Puck Express,$$,2.5,128,American (New),41.9783237336037,-87.90694355964659,,,,,
60666,Chicago,IL,Beaudevin,$$,3.5,37,American (New),41.9783895338752,-87.91025072336201,,,,,
60666,Chicago,IL,Wolfgang Puck Restaurant,$$,3.0,32,American (New),41.9770579723372,-87.9071812105591,,,,,
60666,Chicago,IL,Stanley's Kitchen and Tap,$$,2.0,85,American (New),41.9752970681188,-87.9064460039139,,,,,
60630,Chicago,IL,Hala In Restaurant,$$,4.0,267,Arabian,41.968204899999996,-87.74394000000001,,,2.677630017849442,HALA IN,11/29/2017
60603,Chicago,IL,Boleo,$$,4.0,111,Argentine,41.8807491198048,-87.63157213595991,,,,,
60607,Chicago,IL,El Che Bar,$$$,4.0,172,Argentine,41.8829851,-87.6491649,,,2.691040273367686,EL CHE BAR,08/09/2018
60613,Chicago,IL,Tango Sur,$$,4.0,2197,Argentine,41.9507843879442,-87.6639031774259,,,8.541137673475337,TANGO SUR,08/05/2003
60613,Chicago,IL,FRÍO Gelato - Lakeview / Wrigleyville,$,4.5,48,Argentine,41.949644799999994,-87.6639119,,,,,
60618,Chicago,IL,La Nonna,$$,5.0,243,Argentine,41.9429574,-87.7203016,,,16.752283945714062,LA NONNA,12/15/2016
60618,Chicago,IL,Ñ,$$,4.0,245,Argentine,41.93568320000001,-87.6927103,,,,,
60622,Chicago,IL,Folklore Argentine Grill,$$,4.0,622,Argentine,41.9034461975098,-87.67992401123051,,,22.819217137207545,FOLKLORE,11/18/2016
60640,Chicago,IL,FRÍO Gelato - Andersonville,$$,5.0,1,Argentine,41.9759727698183,-87.6684518537166,,,7.9552734892479,FRIO GELATO,10/29/2018
60641,Chicago,IL,Buenos Aires Deli,$$,4.5,24,Argentine,41.93717,-87.74722,,,25.36800978616468,BUENOS AIRES DELI,10/25/2017
60647,Chicago,IL,El Nandu Restaurant,$$,4.0,336,Argentine,41.92452,-87.6962099,,,21.207998646184787,NANDU RESTAURANT LTD,10/05/2017
60659,Chicago,IL,Evita Argentinian Steakhouse,$$$$,4.0,32,Argentine,41.992979999999996,-87.71219,,,20.437877382396053,EVITA ARGENTINIAN STEAKHOUSE,08/12/2016
60601,Chicago,IL,MingHin Cuisine,$$,4.0,645,Asian Fusion,41.8851133316306,-87.61913405771358,,,33.078796783034946,MINGHIN on GRANT PARK,09/25/2017
60601,Chicago,IL,Wow Bao,$,3.5,543,Asian Fusion,41.8859149826022,-87.6282665232788,,,,,
60603,Chicago,IL,Brightwok Kitchen,$$,4.5,533,Asian Fusion,41.8794583529234,-87.62700274586679,,,10.235908064361865,BRIGHTWOK KITCHEN,07/19/2017
60603,Chicago,IL,Ara On,$$,4.0,317,Asian Fusion,41.879533200000004,-87.6327046,,,29.893931705371248,ARA ON,05/05/2010
60603,Chicago,IL,Flat Top Grill,$$,3.5,545,Asian Fusion,41.881162200000006,-87.6263129,,,19.26280060940896,FLAT TOP GRILL,10/13/2016
60603,Chicago,IL,Hot Woks Cool Sushi,$$,3.5,562,Asian Fusion,41.88114,-87.625,,,,,
60605,Chicago,IL,Saucy Porka,$,4.5,600,Asian Fusion,41.8765020444174,-87.6331966288361,,,33.176938616929604,SAUCY PORKA,03/30/2017
60605,Chicago,IL,Asian Outpost,$$,4.0,360,Asian Fusion,41.865437,-87.62554163205809,,,12.242150456398749,ASIAN OUTPOST,12/22/2017
60605,Chicago,IL,Niu B,$$,4.0,237,Asian Fusion,41.870627153595,-87.6243124902248,,,16.557417289829964,NIU B,04/13/2016
60606,Chicago,IL,Spotted Monkey,$$,4.5,165,Asian Fusion,41.8772,-87.63476999999999,,,23.463952576116252,Spotted Monkey,10/06/2017
60606,Chicago,IL,Hot Woks Cool Sushi,$$,3.5,172,Asian Fusion,41.8795049,-87.6361169,,,,,
60607,Chicago,IL,ML Kitchen,$$,4.0,113,Asian Fusion,41.869543,-87.65578599999999,,,2.63235052290006,ML KITCHEN INC.,12/15/2016
60607,Chicago,IL,Sushi Pink,$$,3.5,226,Asian Fusion,41.882829,-87.65035300000001,,,24.92207878256886,SUSHI PINK,04/20/2018
60608,Chicago,IL,Joy Yee's Noodle Shop,$$,3.5,615,Asian Fusion,41.864330135584204,-87.6467004576721,,,8.984109654538676,JOY YEE NOODLE,04/25/2018
60608,Chicago,IL,South Kawa,$$,4.0,222,Asian Fusion,41.83143602351421,-87.64600217342381,,,,,
60610,Chicago,IL,Forastero,$,4.5,265,Asian Fusion,41.9108,-87.64045,,,20.808995704347726,"FORASTERO, LLC",07/03/2017
60611,Chicago,IL,Niu Japanese Fusion Lounge,$$,3.5,758,Asian Fusion,41.891185141978,-87.618678666509,,,,,
60611,Chicago,IL,Wow Bao,$,3.5,581,Asian Fusion,41.8979009401519,-87.6237559318542,,,,,
60611,Chicago,IL,Big Bowl,$$,3.5,749,Asian Fusion,41.892629,-87.6261317,,,,,
60611,Chicago,IL,P.F. Chang's,$$,3.0,425,Asian Fusion,41.8919052750496,-87.6269987225533,,,22.855969676855413,P.F. CHANG CHINA BISTRO,02/10/2017
60613,Chicago,IL,Earth's Kitchen,$$,4.0,122,Asian Fusion,41.9495682443371,-87.64937974512578,,,2.747110754117198,EARTH'S KITCHEN,06/14/2018
60614,Chicago,IL,Del Seoul,$,4.5,1929,Asian Fusion,41.929444000000004,-87.643016,,,7.569622723347946,DEL SEOUL,09/11/2018
60614,Chicago,IL,Macku Sushi,$$$,4.0,396,Asian Fusion,41.92255,-87.66521,,,15.957780371178558,MACKU,05/02/2017
